Sentence_ID,Genre,Title,Sentence,VADER_Compound,Rater_1,Rater_2,Rater_3
828,Poetry/Drama,The Waste Land,"230 He, the young man carbuncular, arrives, A small house agent's clerk, with one bold stare, One of the low on whom assurance sits As a silk hat on a Bradford millionaire.",0.4404,,,
829,Poetry/Drama,The Waste Land,The barges wash Drifting logs Down Greenwich reach Past the Isle of Dogs.,0.0258,,,
830,Poetry/Drama,The Waste Land,"In this decayed hole among the mountains In the faint moonlight, the grass is singing Over the tumbled graves, about the chapel There is the empty chapel, only the wind's home.",-0.6808,,,
831,Poetry/Drama,The Waste Land,"The Man with Three Staves (an authentic member of the Tarot pack) I associate, quite arbitrarily, with the Fisher King himself.",0.0,,,
832,Poetry/Drama,The Waste Land,"The currants were quoted at a price ""carriage and insurance free to London""; and the Bill of Lading etc.",0.5106,,,
833,Poetry/Drama,The Waste Land,percussis anguibus isdem Forma prior rediit genetivaque venit imago.,0.0,,,
834,Poetry/Drama,The Waste Land,"Purgatorio , v. 133: ""Ricorditi di me, che son la Pia; Siena mi fe', disfecemi Maremma.""",0.0,,,
835,Poetry/Drama,The Waste Land,"Hermann Hesse, Blick ins Chaos : ""Schon ist halb Europa, schon ist zumindest der halbe Osten Europas auf dem Wege zum Chaos, fährt betrunken im heiligem Wahn am Abgrund entlang und singt dazu, singt betrunken und hymnisch wie Dmitri Karamasoff sang.",-0.8126,,,
836,Poetry/Drama,The Waste Land,"""'Ara vos prec per aquella valor 'que vos guida al som de l'escalina, 'sovegna vos a temps de ma dolor.'",0.0,,,
837,Poetry/Drama,The Waste Land,Nearly all the individual works in the collection are in the public domain in the United States.,0.4215,,,
838,Poetry/Drama,The Waste Land,"YOU AGREE THAT THE FOUNDATION, THE TRADEMARK OWNER, AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE LIABLE TO YOU FOR ACTUAL, DIRECT, INDIRECT, CONSEQUENTIAL, PUNITIVE OR INCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCH DAMAGE.",-0.5719,,,
839,Poetry/Drama,The Waste Land,It exists because of the efforts of hundreds of volunteers and donations from people in all walks of life.,0.0,,,
840,Poetry/Drama,The Waste Land,"Thus, we do not necessarily keep eBooks in compliance with any particular paper edition.",0.0,,,
841,Poetry/Drama,Pygmalion,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
842,Poetry/Drama,Pygmalion,"Those who knew him will recognize in my third act the allusion to the patent Shorthand in which he used to write postcards, and which may be acquired from a four and six-penny manual published by the Clarendon Press.",0.0,,,
843,Poetry/Drama,Pygmalion,I wish to boast that Pygmalion has been an extremely successful play all over Europe and North America as well as at home.,0.8903,,,
844,Poetry/Drama,Pygmalion,Did you expect me to walk to Hammersmith?,0.0,,,
845,Poetry/Drama,Pygmalion,"THE FLOWER GIRL [hopefully] I can give you change for a tanner, kind lady.",0.5267,,,
846,Poetry/Drama,Pygmalion,"THE FLOWER GIRL [disappointed, but thinking three halfpence better than nothing] Thank you, sir.",0.7964,,,
847,Poetry/Drama,Pygmalion,How do I know whether you took me down right?,0.0,,,
848,Poetry/Drama,Pygmalion,THE SARCASTIC BYSTANDER [not attending to her] Do you know where I come from?,-0.4084,,,
849,Poetry/Drama,Pygmalion,[Her daughter repudiates her with an angry shrug and retires haughtily.],-0.5106,,,
850,Poetry/Drama,Pygmalion,Let him mind his own business and leave a poor girl-- THE NOTE TAKER [explosively] Woman: cease this detestable boohooing instantly; or else seek the shelter of some other place of worship.,-0.2732,,,
851,Poetry/Drama,Pygmalion,"HIGGINS [hearing in it the voice of God, rebuking him for his Pharisaic want of charity to the poor girl] A reminder.",0.2732,,,
852,Poetry/Drama,Pygmalion,"Besides the easy chair, the piano bench, and two chairs at the phonograph table, there is one stray chair.",0.4404,,,
853,Poetry/Drama,Pygmalion,"I hope I've not done wrong; but really you see such queer people sometimes--you'll excuse me, I'm sure, sir-- HIGGINS.",0.7292,,,
854,Poetry/Drama,Pygmalion,Pickering: shall we ask this baggage to sit down or shall we throw her out of the window?,0.0,,,
855,Poetry/Drama,Pygmalion,A lady friend of mine gets French lessons for eighteenpence an hour from a real French gentleman.,0.4939,,,
856,Poetry/Drama,Pygmalion,"You're certainly not going to turn her head with flattery, Higgins.",0.4215,,,
857,Poetry/Drama,Pygmalion,"MRS. PEARCE [resolutely] You must be reasonable, Mr. Higgins: really you must.",0.0,,,
858,Poetry/Drama,Pygmalion,"Very well, then, what on earth is all this fuss about?",0.3384,,,
859,Poetry/Drama,Pygmalion,"Oh, you've no feeling heart in you: you don't care for nothing but yourself [she rises and takes the floor resolutely].",-0.2878,,,
860,Poetry/Drama,Pygmalion,"If this girl is to put herself in your hands for six months for an experiment in teaching, she must",0.0,,,
861,Poetry/Drama,Mrs. Warren's Profession,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
862,Poetry/Drama,Mrs. Warren's Profession,"There was a time when they were able to urge that though ""the white-lead factory where Anne Jane was poisoned"" may be a far more terrible place than Mrs Warren's house, yet hell is still more dreadful.",-0.937,,,
863,Poetry/Drama,Mrs. Warren's Profession,"Consequently, I am the last man in the world to deny that if the net effect of performing Mrs Warren's Profession were an increase in the number of persons entering that profession, its performance should be dealt with accordingly.",0.0516,,,
864,Poetry/Drama,Mrs. Warren's Profession,"""The harlot's cry from street to street"" is louder than the voices of all the kings.",-0.4767,,,
865,Poetry/Drama,Mrs. Warren's Profession,"Everybody will, I hope, admit that this state of things is intolerable; that the subject of Mrs Warren's profession must be either tapu altogether, or else exhibited with the warning side as freely displayed as the tempting side.",0.6369,,,
866,Poetry/Drama,Mrs. Warren's Profession,"A complete toleration is equally impossible to Mr Redford, because his occupation would be gone if there were no tapu to enforce.",-0.296,,,
867,Poetry/Drama,Mrs. Warren's Profession,The scene represents a hall in the king's palace at night.,0.0,,,
868,Poetry/Drama,Mrs. Warren's Profession,"Nothing further being possible on the stage without actual felony, the officer then relents and leaves her.",0.431,,,
869,Poetry/Drama,Mrs. Warren's Profession,"The editor, confronted with the two stories given above, threw his pledge to the winds, and, instead of returning the article, printed it with the illustrative examples omitted, and nothing left but the argument from political principles against the Censorship.",-0.5647,,,
870,Poetry/Drama,Mrs. Warren's Profession,"I am quite sure that he sincerely thinks me a blackguard, and my play a grossly improper one, because, like Tolstoy's Dominion of Darkness, it produces, as they are both meant to produce, a very strong and very painful impression of evil.",0.5956,,,
871,Poetry/Drama,Mrs. Warren's Profession,There is the whole case against censorships in a nutshell.,0.0,,,
872,Poetry/Drama,Mrs. Warren's Profession,"Thus am I crushed between the upper millstone of the Mr Redford, who thinks me a libertine, and the nether popular critic, who thinks me a prude.",-0.4588,,,
873,Poetry/Drama,Mrs. Warren's Profession,"The drama of pure feeling is no longer in the hands of the playwright: it has been conquered by the musician, after whose enchantments all the verbal arts seem cold and tame.",-0.1779,,,
874,Poetry/Drama,Mrs. Warren's Profession,"It is the deus ex machina who, by suspending that resistance, makes the fall of the curtain an immediate necessity, since drama ends exactly where resistance ends.",0.0,,,
875,Poetry/Drama,Mrs. Warren's Profession,"The sarcasm is lost on the critics: they, saturated with the same logic, only think him the sole sensible person on the stage.",-0.6597,,,
876,Poetry/Drama,Mrs. Warren's Profession,"And, after all, there was no need to fall back on Silas Wegg's subterfuge.",-0.296,,,
877,Poetry/Drama,Mrs. Warren's Profession,"Her defence of herself is so overwhelming that it provokes the St James Gazette to declare that ""the tendency of the play is wholly evil"" because ""it contains one of the boldest and most specious defences of an immoral life for poor women that has ever been penned.""",-0.835,,,
878,Poetry/Drama,Mrs. Warren's Profession,The moral and economic evil done by trying to get other people's money without working for it (and this is the essence of gambling) is not only enormous but uncompensated.,-0.4019,,,
879,Poetry/Drama,Mrs. Warren's Profession,One critic is so enslaved by this sort of logic that he calls my portraiture of the Reverend Samuel Gardner an attack on religion.,-0.8016,,,
880,Poetry/Drama,Mrs. Warren's Profession,Many friendly critics are too little skilled in social questions and moral discussions,0.25,,,
881,Poetry/Drama,A Shropshire Lad,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
882,Poetry/Drama,A Shropshire Lad,"Look left, look right, the hills are bright, The dales are light between, Because 'tis fifty years to-night That God has saved the Queen.",0.7783,,,
883,Poetry/Drama,A Shropshire Lad,"Towns and countries woo together, Forelands beacon, belfries call; Never lad that trod on leather Lived to feast his heart with all.",0.4767,,,
884,Poetry/Drama,A Shropshire Lad,Then you can lie down forlorn; But the lover will be well.,0.8338,,,
885,Poetry/Drama,A Shropshire Lad,"And sharp the link of life will snap, And dead on air will stand Heels that held up as straight a chap As treads upon the land.",-0.5267,,,
886,Poetry/Drama,A Shropshire Lad,His folly has not fellow Beneath the blue of day That gives to man or woman His heart and soul away.,0.0,,,
887,Poetry/Drama,A Shropshire Lad,"Eyes the shady night has shut Cannot see the record cut, And silence sounds no worse than cheers After earth has stopped the ears: Now you will not swell the rout Of lads that wore their honours out, Runners whom renown outran And the name died before the man.",-0.6808,,,
888,Poetry/Drama,A Shropshire Lad,"Quick, and if 'tis work for two, Here am I, man: now's your time.",0.0,,,
889,Poetry/Drama,A Shropshire Lad,"Yes, lad, I lie easy, I lie as lads would choose; I cheer a dead man's sweetheart, Never ask me whose.",0.836,,,
890,Poetry/Drama,A Shropshire Lad,"'Twould blow like this through holt and hanger When Uricon the city stood: 'Tis the old wind in the old anger, But then it threshed another wood.",-0.1531,,,
891,Poetry/Drama,A Shropshire Lad,"XXXV On the idle hill of summer, Sleepy with the flow of streams, Far I hear the steady drummer Drumming like a noise in dreams.",0.6369,,,
892,Poetry/Drama,A Shropshire Lad,"Their voices, dying as they fly, Thick on the wind are sown; The names of men blow soundless by, My fellows' and my own.",0.0,,,
893,Poetry/Drama,A Shropshire Lad,"By blowing realms of woodland With sunstruck vanes afield And cloud-led shadows sailing About the windy weald, By valley-guarded granges And silver waters wide, Content at heart I followed With my delightful guide.",0.5859,,,
894,Poetry/Drama,A Shropshire Lad,"Souls undone, undoing others,- Long time since the tale began.",0.0,,,
895,Poetry/Drama,A Shropshire Lad,"Men loved unkindness then, but lightless in the quarry I slept and saw not; tears fell down, I did not mourn; Sweat ran and blood sprang out and I was never sorry: Then it was well with me, in days ere I was born.",0.8566,,,
896,Poetry/Drama,A Shropshire Lad,I too would be where I am not.,0.0,,,
897,Poetry/Drama,A Shropshire Lad,"""Oh like enough 'tis blood, my dear, For when the knife has slit The throat across from ear to ear 'Twill bleed because of it.""",0.6249,,,
898,Poetry/Drama,A Shropshire Lad,"Lie you easy, dream you light, And sleep you fast for aye; And luckier may you find the night Than ever you found the day.",0.7783,,,
899,Poetry/Drama,A Shropshire Lad,"And faith, 'tis pleasant till 'tis past: The mischief is that 'twill not last.",0.5574,,,
900,Poetry/Drama,A Shropshire Lad,START: FULL LICENSE THE FULL PROJECT GUTENBERG™ LICENSE PLEASE READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORK To protect the,0.6841,,,
901,Science/Non-fiction,On the Origin of Species By Me,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
902,Science/Non-fiction,On the Origin of Species By Me,Species of the larger genera in any country vary more than the species of the smaller genera.,0.0,,,
903,Science/Non-fiction,On the Origin of Species By Me,Species of the same genus vary in an analogous manner.,0.0,,,
904,Science/Non-fiction,On the Origin of Species By Me,Parallelism between the effects of changed conditions of life and crossing.,0.0,,,
905,Science/Non-fiction,On the Origin of Species By Me,On the affinities of extinct species to each other and to living species.,0.0,,,
906,Science/Non-fiction,On the Origin of Species By Me,"MORPHOLOGY, between members of the same class, between parts of the same individual.",0.0,,,
907,Science/Non-fiction,On the Origin of Species By Me,"My work is now nearly finished; but as it will take me two or three more years to complete it, and as my health is far from strong, I have been urged to publish this Abstract.",0.6652,,,
908,Science/Non-fiction,On the Origin of Species By Me,"I cannot, however, let this opportunity pass without expressing my deep obligations to Dr. Hooker, who for the last fifteen years has aided me in every possible way by his large stores of knowledge and his excellent judgment.",0.7876,,,
909,Science/Non-fiction,On the Origin of Species By Me,"We shall, however, be enabled to discuss what circumstances are most favourable to variation.",0.0,,,
910,Science/Non-fiction,On the Origin of Species By Me,"There is, also, I think, some probability in the view propounded by Andrew Knight, that this variability may be partly connected with excess of food.",0.0,,,
911,Science/Non-fiction,On the Origin of Species By Me,"In some few such cases it has been found out that very trifling changes, such as a little more or less water at some particular period of growth, will determine whether or not the plant sets a seed.",0.3818,,,
912,Science/Non-fiction,On the Origin of Species By Me,"Habit also has a decided influence, as in the period of flowering with plants when transported from one climate to another.",0.0,,,
913,Science/Non-fiction,On the Origin of Species By Me,"Hence, if man goes on selecting, and thus augmenting, any peculiarity, he will almost certainly unconsciously modify other parts of the structure, owing to the mysterious laws of the correlation of growth.",0.6494,,,
914,Science/Non-fiction,On the Origin of Species By Me,"It is a fact of some little importance to us, that peculiarities appearing in the males of our domestic breeds are often transmitted either exclusively, or in a much greater degree, to males alone.",0.4228,,,
915,Science/Non-fiction,On the Origin of Species By Me,"But there is not a shadow of evidence in favour of this view: to assert that we could not breed our cart and race-horses, long and short-horned cattle, and poultry of various breeds, and esculent vegetables, for an almost infinite number of generations, would be opposed to all experience.",0.597,,,
916,Science/Non-fiction,On the Origin of Species By Me,"It has often been assumed that man has chosen for domestication animals and plants having an extraordinary inherent tendency to vary, and likewise to withstand diverse climates.",0.0,,,
917,Science/Non-fiction,On the Origin of Species By Me,"The doctrine of the origin of our several domestic races from several aboriginal stocks, has been carried to an absurd extreme by some authors.",0.0,,,
918,Science/Non-fiction,On the Origin of Species By Me,"On the Breeds of the Domestic Pigeon .--Believing that it is always best to study some special group, I have, after deliberation, taken up domestic pigeons.",0.7845,,,
919,Science/Non-fiction,On the Origin of Species By Me,"The Jacobin has the feathers so much reversed along the back of the neck that they form a hood, and it has, proportionally to its size, much elongated wing and tail feathers.",0.0,,,
920,Science/Non-fiction,On the Origin of Species By Me,"Altogether at least a score of pigeons might be chosen, which if shown to an ornithologist, and",0.0,,,
921,Science/Non-fiction,"The Descent of Man, and Select","If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
922,Science/Non-fiction,"The Descent of Man, and Select","These have been so numerous, that I have been able to use only the more important ones; and of these, as well as of the more important corrections, I will append a list.",0.647,,,
923,Science/Non-fiction,"The Descent of Man, and Select","Nature of the evidence bearing on the origin of man--Homologous structures in man and the lower animals--Miscellaneous points of correspondence--Development--Rudimentary structures, muscles, sense-organs, hair, bones, reproductive organs, etc.--The bearing of these three great classes of facts on the origin of man.",0.4404,,,
924,Science/Non-fiction,"The Descent of Man, and Select","Sexual differences--Law of battle--Special weapons--Vocal organs--Instrumental music--Love-antics and dances--Decorations, permanent and seasonal--Double and single annual moults--Display of ornaments by the males.",0.0,,,
925,Science/Non-fiction,"The Descent of Man, and Select","The greater number accept the agency of natural selection; though some urge, whether with justice the future must decide, that I have greatly overrated its importance.",0.9196,,,
926,Science/Non-fiction,"The Descent of Man, and Select","It has often and confidently been asserted, that man's origin can never be known: but ignorance more frequently begets confidence than does knowledge: it is those who know little, and not those who know much, who so positively assert that this or that problem will never be solved by science.",0.7117,,,
927,Science/Non-fiction,"The Descent of Man, and Select","During many years it has seemed to me highly probable that sexual selection has played an important part in differentiating the races of man; but in my 'Origin of Species' (first edition, page 199) I contented myself by merely alluding to this belief.",0.6369,,,
928,Science/Non-fiction,"The Descent of Man, and Select","Again, are the variations the result, as far as our ignorance permits us to judge, of the same general causes, and are they governed by the same general laws, as in the case of other organisms; for instance, by correlation, the inherited effects of use and disuse, etc.?",-0.3612,,,
929,Science/Non-fiction,"The Descent of Man, and Select","The conclusions of this author, as well as those of Gratiolet and Aeby, concerning the brain, will be discussed by Prof. Huxley in the Appendix alluded to in the Preface to this edition.",0.2732,,,
930,Science/Non-fiction,"The Descent of Man, and Select","of their tissues and blood, both in minute structure and composition, far more plainly than does their comparison under the best microscope, or by the aid of the best chemical analysis.",0.8555,,,
931,Science/Non-fiction,"The Descent of Man, and Select","An American monkey, an Ateles, after getting drunk on brandy, would never touch it again, and thus was wiser than many men.",-0.0516,,,
932,Science/Non-fiction,"The Descent of Man, and Select",Sir Andrew Smith et Brehm notabant idem in Cynocephalo.,0.0,,,
933,Science/Non-fiction,"The Descent of Man, and Select","Man is developed from an ovule, about the 125th of an inch in diameter, which differs in no respect from the ovules of other animals.",0.2263,,,
934,Science/Non-fiction,"The Descent of Man, and Select","After the foregoing statements made by such high authorities, it would be superfluous on my part to give a number of borrowed details, shewing that the embryo of man closely resembles that of other mammals.",0.0772,,,
935,Science/Non-fiction,"The Descent of Man, and Select","This subject, though not intrinsically more important than the two last, will for several reasons be treated here more fully.",-0.2044,,,
936,Science/Non-fiction,"The Descent of Man, and Select","In some cases, organs have been reduced by means of natural selection, from having become injurious to the species under changed habits of life.",0.3612,,,
937,Science/Non-fiction,"The Descent of Man, and Select","); and not a few muscles, which are regularly present in some of the lower animals can occasionally be detected in man in a greatly reduced condition.",-0.296,,,
938,Science/Non-fiction,"The Descent of Man, and Select","This distant cousin resides in another part of France; and on being asked whether he possessed the same faculty, immediately exhibited his power.",0.0,,,
939,Science/Non-fiction,"The Descent of Man, and Select","), after collecting all the known evidence on this head, concludes that the external shell is of no distinct use.",-0.296,,,
940,Science/Non-fiction,"The Descent of Man, and Select","His attention was first called to the subject whilst at work on his figure of Puck, to which he",0.0,,,
941,Science/Non-fiction,The Natural History of Selborn,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
942,Science/Non-fiction,The Natural History of Selborn,"Nor be the parsonage by the Muse forgot -- The partial bard admires his native spot; Smit with its beauties, loved, as yet a child, Unconscious why, its capes, grotesque and wild.",0.8689,,,
943,Science/Non-fiction,The Natural History of Selborn,"Return, dear nymphs; prevent the purple spring, Ere the soft nightingale essays to sing; Ere the first swallow sweeps the fresh'ning plain, Ere love-sick turtles breathe their amorous pain; Let festive glee th' enliven'd village raise, Pan's blameless reign, and patriarchal days; With pastoral dance the smitten swain surprise, And bring all Arcady before our eyes.",0.9042,,,
944,Science/Non-fiction,The Natural History of Selborn,"Push'd by the weightier atmosphere, up springs The ponderous mercury, from scale to scale Mounting, amidst the Torricellian tube.",0.0,,,
945,Science/Non-fiction,The Natural History of Selborn,"To that gentleman also, and his assistant, whose labours and attention could only be equalled by the very kind manner in which they were bestowed, many and great obligations are also due.",0.8313,,,
946,Science/Non-fiction,The Natural History of Selborn,"At the foot of this hill, one stage or step from the uplands, lies the village, which consists of one single straggling street, three-quarters of a mile in length, in a sheltered vale, and running parallel with the Hanger.",-0.4215,,,
947,Science/Non-fiction,The Natural History of Selborn,"Our wells, at an average, run to about sixty-three feet, and when sunk to that depth seldom fail; but produce a fine limpid water, soft to the taste, and much commended by those who drink the pure element, but which does not lather well with soap.",0.7394,,,
948,Science/Non-fiction,The Natural History of Selborn,"Long might it have stood, had not the amazing tempest in 1703 overturned it at once, to the infinite regret of the inhabitants, and the vicar, who bestowed several pounds in setting it in its place again; but all his care could not avail; the tree sprouted for a time, then withered and died.",-0.5478,,,
949,Science/Non-fiction,The Natural History of Selborn,"So the ravens built on, nest upon nest, in perfect security, till the fatal day arrived in which the wood was to be levelled.",0.3818,,,
950,Science/Non-fiction,The Natural History of Selborn,"The curious foldings of the suture, the one into the other, the alternate flutings or grooves, and the curved form of my specimen being much easier expressed by the pencil than by words, I have caused it to be drawn and engraved.",0.6249,,,
951,Science/Non-fiction,The Natural History of Selborn,"It is a freestone, cutting in all directions; yet has something of a grain parallel with the horizon, and therefore should not be surbedded, but laid in the same position as it grows in the quarry.",-0.0644,,,
952,Science/Non-fiction,The Natural History of Selborn,"This is generally of the colour of rusty iron, and might probably be worked as iron ore; is very hard and heavy, and of a firm, compact texture, and composed of a small roundish crystalline grit, cemented together by a brown, terrene, ferruginous matter; will not cut without difficulty, nor easily strike fire with steel.",0.3873,,,
953,Science/Non-fiction,The Natural History of Selborn,"The village stands in a sheltered spot, secured by the Hanger from the strong westerly winds.",0.7184,,,
954,Science/Non-fiction,The Natural History of Selborn,"Besides the employment from husbandry the men work in hop gardens, of which we have many; and fell and bark timber.",0.0,,,
955,Science/Non-fiction,The Natural History of Selborn,"Twins thirteen times, many of whom dying young have lessened the chance for life.",0.25,,,
956,Science/Non-fiction,The Natural History of Selborn,"Nor does this seem to be a fanciful notion, but consistent with true philosophy.",0.5719,,,
957,Science/Non-fiction,The Natural History of Selborn,"There is an old keeper, now alive, named Adams, whose great-grandfather (mentioned in a perambulation taken in 1635), grandfather, father, and self, enjoyed the head keepership of Wolmer-forest in succession for more than an hundred years.",0.7717,,,
958,Science/Non-fiction,The Natural History of Selborn,"The temptation is irresistible; for most men are sportsmen by constitution: and there is such an inherent spirit for hunting in human nature, as scarce any inhibitions can restrain.",0.3182,,,
959,Science/Non-fiction,The Natural History of Selborn,* For the privilege the owner of that estate used to pay to the king annually seven bushels of oats.,0.2732,,,
960,Science/Non-fiction,The Natural History of Selborn,"For, to say nothing on the farther side, with which I am not so well acquainted, the bounds on this side, in old times, came into Binswood; and extended to the ditch of Ward le Ham park, in which stands the curious mount called King John's Hill, and Lodge Hill; and to the ver",0.003,,,
961,Science/Non-fiction,Flatland A Romance of Many Di,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
962,Science/Non-fiction,Flatland A Romance of Many Di,"Dimension implies direction, implies measurement, implies the more and the less.",0.0,,,
963,Science/Non-fiction,Flatland A Romance of Many Di,"Alas, how strong a family likeness runs through blind and persecuting humanity in all Dimensions!",-0.5093,,,
964,Science/Non-fiction,Flatland A Romance of Many Di,Of the Climate and Houses in Flatland 3.,0.0,,,
965,Science/Non-fiction,Flatland A Romance of Many Di,"How I tried to teach the Theory of Three Dimensions to my Grandson, and with what success 22.",0.5719,,,
966,Science/Non-fiction,Flatland A Romance of Many Di,Take for example an equilateral Triangle--who represents with us a Tradesman of the respectable class.,0.4404,,,
967,Science/Non-fiction,Flatland A Romance of Many Di,"There being no sun nor other heavenly bodies, it is impossible for us to determine the North in the usual way; but we have a method of our own.",-0.4039,,,
968,Science/Non-fiction,Flatland A Romance of Many Di,"The most common form for the construction of a house is five-sided or pentagonal, as in the annexed figure.",0.0,,,
969,Science/Non-fiction,Flatland A Romance of Many Di,"With us, as with you, these Triangles are distinguished from others by being called Isosceles; and by this name I shall refer to them in the following pages.",0.0,,,
970,Science/Non-fiction,Flatland A Romance of Many Di,"For, after a long series of military successes, or diligent and skilful labours, it is generally found that the more intelligent among the Artisan and Soldier classes manifest a slight increase of their third side or base, and a shrinkage of the two other sides.",0.8479,,,
971,Science/Non-fiction,Flatland A Romance of Many Di,"But a wise ordinance of Nature has decreed that, in proportion as the working-classes increase in intelligence, knowledge, and all virtue, in that same proportion their acute angle (which makes them physically terrible) shall increase also and approximate to the comparatively harmless angle of the Equilateral Triangle.",0.9657,,,
972,Science/Non-fiction,Flatland A Romance of Many Di,"However, a few words will make it clear to the most unreflecting.",0.3818,,,
973,Science/Non-fiction,Flatland A Romance of Many Di,"But it has been found by the wisest of our Circles or Statesmen that the multiplication of restrictions on Females tends not only to the debilitation and diminution of the race, but also to the increase of domestic murders to such an extent that a State loses more than it gains by a too prohibitive Code.",0.2836,,,
974,Science/Non-fiction,Flatland A Romance of Many Di,"But unfortunately the passion of the moment predominates, in the Frail Sex, over every other consideration.",0.2263,,,
975,Science/Non-fiction,Flatland A Romance of Many Di,Yet even in our best regulated and most approximately Circular families I cannot say that the ideal of family life is so high as with you in Spaceland.,0.8225,,,
976,Science/Non-fiction,Flatland A Romance of Many Di,"But as we ascend in the social scale, the process of discriminating and being discriminated by hearing increases in difficulty, partly because voices are assimilated, partly because the faculty of voice-discrimination is a plebeian virtue not much developed among the Aristocracy.",0.1531,,,
977,Science/Non-fiction,Flatland A Romance of Many Di,Even a Master of Arts in our University of Wentbridge has been known to confuse a ten-sided with a twelve-sided Polygon; and there is hardly a Doctor of Science in or out of that famous University who could pretend to decide promptly and unhesitatingly between a twenty-sided and a twenty-four sided member of the Aristocracy.,-0.3182,,,
978,Science/Non-fiction,Flatland A Romance of Many Di,"At this point I think I hear some of my better educated readers exclaim, ""How could you in Flatland know anything about angles and degrees, or minutes?",0.4404,,,
979,Science/Non-fiction,Flatland A Romance of Many Di,But I must not allow questions of School Board politics to divert me from my subject.,-0.2498,,,
980,Science/Non-fiction,Flatland A Romance of Many Di,An instance will do more than a volume of generalit,0.0,,,
981,Science/Non-fiction,Insectivorous Plants,"If you are not located in the United States, you will have to check the laws of the country where you are located before using this eBook.",0.4215,,,
982,Science/Non-fiction,Insectivorous Plants,"Nature of the experiments--Effects of boiling water--Warm water causes rapid inflection-- Water at a higher temperature does not cause immediate inflection, but does not kill the leaves, as shown by their subsequent re-expansion and by the aggregation of the protoplasm-- A still higher temperature kills the leaves and coagulates the albuminous contents of the glands.",0.0918,,,
983,Science/Non-fiction,Insectivorous Plants,DROSOPHYLLUM--RORIDULA--BYBLIS--GLANDULAR HAIRS OF OTHER PLANTS-- CONCLUDING REMARKS ON THE DROSERACEÆ.,0.0,,,
984,Science/Non-fiction,Insectivorous Plants,"Zeitung' for 1860 and 1861 are by far the most important ones which have been published, both on the habits and structure of this plant; and I shall frequently have occasion to quote from them.",0.2716,,,
985,Science/Non-fiction,Insectivorous Plants,On one plant all six leaves had caught their prey; and on several plants very many leaves had caught more than a single insect.,0.0,,,
986,Science/Non-fiction,Insectivorous Plants,"The shape and general appearance of a leaf is shown, as seen from above, in fig.",0.0,,,
987,Science/Non-fiction,Insectivorous Plants,"The pedicel is somewhat flattened, and is formed of several rows of elongated cells, filled with purple fluid or granular matter.",0.0258,,,
988,Science/Non-fiction,Insectivorous Plants,"[page 6] part, which alone is capable of movement, consists of a prolongation of the leaf; the spiral vessels being extended from this to the uppermost part.",0.1531,,,
989,Science/Non-fiction,Insectivorous Plants,Their development has been described by Dr. Warming.,0.1531,,,
990,Science/Non-fiction,Insectivorous Plants,"The petioles bear many multicellular hairs, some of which near the blade are surmounted, according to Nitschke, by a few rounded cells, which appear to be rudimentary glands.",0.0,,,
991,Science/Non-fiction,Insectivorous Plants,This takes place in from one hour to four or five or more hours.,0.0,,,
992,Science/Non-fiction,Insectivorous Plants,"4), excepting those near the centre, which remain upright; but these bend towards any exciting object placed on one side of the disc, as shown in fig.",0.6486,,,
993,Science/Non-fiction,Insectivorous Plants,The manner in which it bends varies greatly.,0.0,,,
994,Science/Non-fiction,Insectivorous Plants,"Immersion in many acids (of the strength of one part to 437 of water) likewise causes a wonderful amount of [page 14] secretion, so that when the leaves are lifted out, long ropes of extremely viscid fluid hang from them.",0.7845,,,
995,Science/Non-fiction,Insectivorous Plants,"The bit on the moss swarmed with infusoria, and was so much decayed that the transverse striae on the muscular fibres could no longer be clearly distinguished; whilst the bit on the leaf, which was bathed by the secretion, was free from infusoria, and its striae were perfectly distinct in the central and undissolved portion.",0.7287,,,
996,Science/Non-fiction,Insectivorous Plants,"Whether insects alight on the leaves by mere chance, as a resting place, or are attracted by the odour of the secretion, I know not.",0.5859,,,
997,Science/Non-fiction,Insectivorous Plants,"But, differently from an animal, it drinks by means of its roots; and it must drink largely, so as to retain many drops of viscid fluid round the glands, sometimes as many as 260, exposed during the whole day to a glaring sun.",-0.1154,,,
998,Science/Non-fiction,Insectivorous Plants,In all the following cases the period is reckoned from the time of first irritation.,-0.5106,,,
999,Science/Non-fiction,Insectivorous Plants,"If young and active leaves are selected, inorganic particles not larger than the head of a small pin, placed on the central glands, sometimes cause the [page 22] outer tentacles to bend inwards.",0.4019,,,
1000,Science/Non-fiction,Insectivorous Plants,; the tentacles remaining inflected for many subsequent days.,0.0,,,
